Date,GBPUSD=X,GLD,SPY,USO,VIX
2015-12-02,1.5077953338623047,100.69000244140625,175.69158935546875,99.83999633789062,15.90999984741211
2015-12-03,1.4949023723602295,101.76000213623047,173.2313995361328,102.16000366210938,18.110000610351562
2015-12-04,1.513500452041626,104.0199966430664,176.6099090576172,99.68000030517578,14.8100004196167
2015-12-07,1.511258840560913,102.66999816894531,175.53993225097656,93.76000213623047,15.84000015258789
2015-12-08,1.5050268173217773,102.83999633789062,174.3603515625,93.44000244140625,17.600000381469727
2015-12-09,1.5010056495666504,102.63999938964844,173.00393676757812,92.4800033569336,19.610000610351562
2015-12-10,1.5183953046798706,102.55000305175781,173.45046997070312,90.95999908447266,19.34000015258789
2015-12-11,1.516093373298645,103.11000061035156,170.08877563476562,88.55999755859375,24.389999389648438
2015-12-14,1.5198955535888672,101.79000091552734,170.94813537597656,89.27999877929688,22.729999542236328
2015-12-15,1.5160702466964722,101.5199966430664,172.74269104003906,91.19999694824219,20.950000762939453
2015-12-16,1.5043702125549316,102.75,175.27029418945312,87.91999816894531,17.860000610351562
2015-12-17,1.497790813446045,100.5,172.59950256347656,85.91999816894531,18.940000534057617
2015-12-18,1.4929606914520264,102.04000091552734,169.52459716796875,85.27999877929688,20.700000762939453
2015-12-21,1.4908239841461182,103.1500015258789,170.92306518554688,85.27999877929688,18.700000762939453
2015-12-22,1.4896912574768066,102.61000061035156,172.47409057617188,86.16000366210938,16.600000381469727
2015-12-23,1.4823379516601562,102.30999755859375,174.60984802246094,90.08000183105469,15.569999694824219
2015-12-24,1.4876967668533325,103.05000305175781,174.32168579101562,90.4000015258789,15.739999771118164
2015-12-25,1.491424322128296,,,,
2015-12-28,1.4932059049606323,102.2699966430664,173.92333984375,87.44000244140625,16.90999984741211
2015-12-29,1.4894028902053833,102.19999694824219,175.77952575683594,90.08000183105469,16.079999923706055
2015-12-30,1.4822280406951904,101.41999816894531,174.53363037109375,87.44000244140625,17.290000915527344
2015-12-31,1.481920599937439,101.45999908447266,172.78765869140625,88.0,18.209999084472656
2016-01-01,1.4738394021987915,,,,
2016-01-04,1.473708987236023,102.88999938964844,170.37216186523438,87.83999633789062,20.700000762939453
2016-01-05,1.4714103937149048,103.18000030517578,170.66030883789062,85.27999877929688,19.34000015258789
2016-01-06,1.467394471168518,104.66999816894531,168.5076141357422,80.87999725341797,20.59000015258789
2016-01-07,1.4629936218261719,106.1500015258789,164.46484375,79.19999694824219,24.989999771118164
2016-01-08,1.4626940488815308,105.68000030517578,162.6595916748047,78.4000015258789,27.010000228881836
2016-01-11,1.45249605178833,104.73999786376953,162.8206024169922,74.0,24.299999237060547
2016-01-12,1.454397439956665,104.20999908447266,164.13427734375,73.36000061035156,22.469999313354492
2016-01-13,1.4436262845993042,104.72000122070312,160.04067993164062,72.72000122070312,25.219999313354492
2016-01-14,1.4407975673675537,103.0199966430664,162.66806030273438,73.83999633789062,23.950000762939453
2016-01-15,1.442710041999817,104.08000183105469,159.1761932373047,70.31999969482422,27.020000457763672
2016-01-18,1.4274091720581055,,,,
2016-01-19,1.4253135919570923,103.9800033569336,159.3881072998047,67.91999816894531,26.049999237060547
2016-01-20,1.4182385206222534,105.37000274658203,157.34547424316406,65.91999816894531,27.59000015258789
2016-01-21,1.4198495149612427,105.48999786376953,158.22694396972656,68.4800033569336,26.690000534057617
2016-01-22,1.4226775169372559,105.0,161.47303771972656,74.16000366210938,22.34000015258789
2016-01-25,1.4260046482086182,106.08000183105469,159.03211975097656,68.31999969482422,24.149999618530273
2016-01-26,1.4242985248565674,107.29000091552734,161.2017822265625,71.76000213623047,22.5
2016-01-27,1.434308648109436,107.69000244140625,159.44741821289062,73.44000244140625,23.110000610351562
2016-01-28,1.4249074459075928,106.54000091552734,160.2780303955078,77.5999984741211,22.420000076293945
2016-01-29,1.4362038373947144,106.94999694824219,164.1851806640625,77.19999694824219,20.200000762939453
2016-02-01,1.4246028661727905,108.05000305175781,164.12582397460938,72.16000366210938,19.979999542236328
2016-02-02,1.4427932500839233,108.08999633789062,161.1678924560547,68.55999755859375,21.979999542236328
2016-02-03,1.4409221410751343,109.25,162.1340789794922,74.72000122070312,21.649999618530273
2016-02-04,1.4585764408111572,110.56999969482422,162.38836669921875,72.95999908447266,21.84000015258789
2016-02-05,1.4581085443496704,112.31999969482422,159.29483032226562,71.27999877929688,23.3799991607666
2016-02-08,1.4512102603912354,113.83000183105469,157.1505889892578,69.12000274658203,26.0
2016-02-09,1.4436055421829224,113.58000183105469,157.15907287597656,65.44000244140625,26.540000915527344
2016-02-10,1.446591854095459,114.45999908447266,157.0234375,63.68000030517578,26.290000915527344
2016-02-11,1.452643871307373,119.05999755859375,154.98086547851562,63.91999816894531,28.139999389648438
2016-02-12,1.4482258558273315,118.36000061035156,158.1760711669922,66.63999938964844,25.399999618530273
2016-02-15,1.4518002271652222,,,,
2016-02-16,1.4459224939346313,114.7699966430664,160.84579467773438,66.4800033569336,24.110000610351562
2016-02-17,1.4303901195526123,115.4800033569336,163.47317504882812,70.23999786376953,22.309999465942383
2016-02-18,1.4281632900238037,118.29000091552734,162.80369567871094,69.27999877929688,21.639999389648438
2016-02-19,1.4333218336105347,117.58000183105469,162.72738647460938,68.4000015258789,20.530000686645508
2016-02-22,1.426594614982605,115.48999786376953,165.08352661132812,71.27999877929688,19.3799991607666
